BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CR17_PG172224_S_contig_2388.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_2073.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_5132.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_236618.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_91665.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_644.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_660.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_23170.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_4840.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_875.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_11081.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_16017.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_21104.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_F_contig_18.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_3807.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_28088.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_6434.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_52075.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_38084.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_S_contig_2723.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_2078.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_18028.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_45560.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR19_HC_220127_F_contig_5.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_74003.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_66052.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_6251.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_15802_length_6972_cov_3.284149.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_70415.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_54696.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_4342_length_3274_cov_4.383038.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_13319.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_3136.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_19157.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PL170224_S_contig_2976.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_14069.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_F_contig_86.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_58379.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_8801.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_22140.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RR180407_F_contig_6379.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_13962.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_53377.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_151.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_F_contig_8838.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_14328.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_3696.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_4373.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_1992.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_44150.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_2921.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_28935.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_71896.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_135.region003.gbk_region_3,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_58100.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_423.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_F_contig_125.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_2047.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_40496.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_CG_S_NODE_337_length_13105_cov_12.923372.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_138.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_28107.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_4266.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_75989.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_mussel_k141_100661.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_118199.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_80632.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_PI_S_NODE_697_length_8050_cov_9.486429.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_530.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_37693.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_1810.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1075.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_20780.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_370361.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_F_contig_12223.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ARG19_BJ_190227_F_contig_1912.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_28134.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1753253.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_23042.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_47466.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_42583.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_F_contig_16143.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_18650.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_16161.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_51976.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_7720_length_2213_cov_71.009268.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_11283.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_21737.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_28741.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_PI_S_NODE_544_length_9916_cov_15.963594.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_CG_F_NODE_193_length_13289_cov_38.908871.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_2354.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_61639.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_7338.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_37432.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_14333.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_SI_2_NODE_110_length_27725_cov_44.615107.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_2109.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_1284.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_11.region003.gbk_region_3,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_15939.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_20479.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_66421.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_23.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_45878.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_745734.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_760.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_1191.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_56595.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
SJ_230730_F_NODE_7_length_239669_cov_79.072519.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_276.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_477783.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_17572.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_F_contig_578.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_90.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_11398.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_16171.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_43521.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_7649.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_5024.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_434302.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_F_contig_10.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_2837.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_20437.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_8215_length_2132_cov_3.586423.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_1004.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_23_length_151588_cov_8.044262.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_2968.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_164.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1887592.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_37653.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_8387.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_42341.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_7570.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_76312.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_33728.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PB170224_contig_355.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR19_SL_190717_S_contig_1567.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_5135.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1463020.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_12300.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_344.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_329775.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_41405.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_9340.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_139993.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2497.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_80678.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_9269.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_6389.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_381416.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_296805.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_PI_F_NODE_215_length_17073_cov_9.030850.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_51277.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_14267.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_1209.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_F_contig_4381.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_17090.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_9780_length_10059_cov_2.087495.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_MT170219_F_contig_789.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_11950.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_F_contig_1724.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_80151.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_441821.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_260_length_26438_cov_28.833757.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_16.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_3872.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_23.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_76672.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_158.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_758.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PB170224_contig_255.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_58238.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_1055.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_194.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_25376.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_16933.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_42470.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_3328.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_34.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_F_contig_923.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_S_contig_7.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_21808.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_33469.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1294451.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_106478.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_F_contig_3042.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_SI_2_NODE_193_length_20658_cov_36.786002.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_34220_length_3971_cov_4.200832.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_27961.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_626157.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_4827.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_F_contig_856.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_9092.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_8140.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_1076.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_1050.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_10376.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_199.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_569.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_382330.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_12517.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_21577.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_182543.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_F_contig_109.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1264580.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_723.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_421.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1840119.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_46800.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_61.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_3765.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_23883.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_2484.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_7101.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_16586_length_6732_cov_1.428160.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
ISL21_HV2_210602_S_contig_5651.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_8674.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_58922.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_60144.region001.gbk_region_1,C3338535,BGC0000211.gbk_region_1,0.46,No (Directly observed)
AEO22_AC_220827_F_contig_22115.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_S_contig_23974.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_15321.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_41797.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_4441.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_3603.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_484153.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_123169.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_29390.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_13458.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_429.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_317.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_36792.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_SL170214_F_contig_15471.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_248911.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_1334.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_F_contig_2895.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_81347.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_4829.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_74571.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_673449.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_12458.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_163658.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_657043.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1791163.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_73184_length_2312_cov_0.848055.region001.gbk_region_1,C3338537,BGC0001647.gbk_region_1,0.48,No (Directly observed)
CR18_BW180407_F_contig_27764.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_65359.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RR180407_F_contig_19443.region001.gbk_region_1,C3338537,BGC0003089.gbk_region_1,0.3,No (Directly observed)
CR18_RR180407_F_contig_20972.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.47,No (Directly observed)
CR17_PG172224_S_contig_29756.region001.gbk_region_1,C3338537,BGC0001964.gbk_region_1,0.34,No (Directly observed)
CR18_CH180410_F_contig_20282.region001.gbk_region_1,C3338537,BGC0001964.gbk_region_1,0.49,No (Directly observed)
CHL22_LP_220401_F_contig_104438.region002.gbk_region_2,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_2815.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
